timestamp,container_id,name,cpu_perc,mem_usage,mem_perc,net_io,block_io,pids
20250618_132141,d9db3658c991,spark-worker-4,199.05%,3.921GiB / 10GiB,39.21%,4.92GB / 4.92GB,0B / 0B,77
20250618_132141,ec39dfa29337,spark-worker-5,198.11%,2.828GiB / 10GiB,28.28%,4.97GB / 4.81GB,0B / 0B,77
20250618_132141,82e8dc373feb,spark-master,0.57%,805.4MiB / 4GiB,19.66%,39.7MB / 62.2MB,0B / 0B,111
20250618_132148,8896faf2c28a,spark-worker-3,201.64%,2.994GiB / 10GiB,29.94%,4.71GB / 5GB,0B / 0B,77
20250618_132148,bd3eccc510a1,spark-worker-2,127.03%,3.391GiB / 10GiB,33.91%,4.96GB / 4.79GB,0B / 0B,78
20250618_132148,72ea5f833e39,spark-worker-1,203.31%,3.221GiB / 10GiB,32.21%,4.94GB / 5GB,0B / 0B,78
20250618_132148,d9db3658c991,spark-worker-4,109.68%,3.984GiB / 10GiB,39.84%,4.97GB / 4.92GB,0B / 0B,77
20250618_132148,ec39dfa29337,spark-worker-5,73.17%,2.812GiB / 10GiB,28.12%,4.97GB / 4.82GB,0B / 0B,77
20250618_132148,82e8dc373feb,spark-master,1.26%,805.8MiB / 4GiB,19.67%,39.8MB / 62.2MB,0B / 0B,111
20250618_132156,8896faf2c28a,spark-worker-3,200.72%,2.996GiB / 10GiB,29.96%,4.8GB / 5.07GB,0B / 0B,77
20250618_132156,bd3eccc510a1,spark-worker-2,193.39%,3.392GiB / 10GiB,33.92%,5.06GB / 4.85GB,0B / 0B,79
20250618_132156,72ea5f833e39,spark-worker-1,16.00%,3.223GiB / 10GiB,32.23%,4.94GB / 5.09GB,0B / 0B,78
20250618_132156,d9db3658c991,spark-worker-4,200.41%,4.054GiB / 10GiB,40.54%,5.02GB / 5.01GB,0B / 0B,77
20250618_132156,ec39dfa29337,spark-worker-5,198.73%,2.798GiB / 10GiB,27.98%,5.06GB / 4.9GB,0B / 0B,77
20250618_132156,82e8dc373feb,spark-master,1.67%,805.5MiB / 4GiB,19.66%,40MB / 62.3MB,0B / 0B,111
20250618_132204,8896faf2c28a,spark-worker-3,199.49%,2.996GiB / 10GiB,29.96%,4.8GB / 5.09GB,0B / 0B,77
20250618_132204,bd3eccc510a1,spark-worker-2,198.45%,3.485GiB / 10GiB,34.85%,5.06GB / 4.88GB,0B / 0B,78
20250618_132204,72ea5f833e39,spark-worker-1,198.42%,3.193GiB / 10GiB,31.93%,5.03GB / 5.1GB,0B / 0B,78
20250618_132204,d9db3658c991,spark-worker-4,108.59%,4.07GiB / 10GiB,40.70%,5.07GB / 5.02GB,0B / 0B,77
20250618_132204,ec39dfa29337,spark-worker-5,198.49%,2.798GiB / 10GiB,27.98%,5.06GB / 4.92GB,0B / 0B,77
20250618_132204,82e8dc373feb,spark-master,1.54%,805.5MiB / 4GiB,19.67%,40.1MB / 62.4MB,0B / 0B,111
20250618_132211,8896faf2c28a,spark-worker-3,19.24%,2.997GiB / 10GiB,29.97%,4.8GB / 5.13GB,0B / 0B,77
20250618_132211,bd3eccc510a1,spark-worker-2,86.46%,3.561GiB / 10GiB,35.61%,5.11GB / 4.92GB,0B / 0B,78
20250618_132211,72ea5f833e39,spark-worker-1,26.53%,3.193GiB / 10GiB,31.93%,5.03GB / 5.15GB,0B / 0B,78
20250618_132211,d9db3658c991,spark-worker-4,200.18%,4.074GiB / 10GiB,40.74%,5.12GB / 5.06GB,0B / 0B,77
20250618_132211,ec39dfa29337,spark-worker-5,200.45%,2.811GiB / 10GiB,28.11%,5.16GB / 4.94GB,0B / 0B,77
20250618_132211,82e8dc373feb,spark-master,1.16%,805.6MiB / 4GiB,19.67%,40.3MB / 62.4MB,0B / 0B,111
20250618_132218,8896faf2c28a,spark-worker-3,198.84%,3.028GiB / 10GiB,30.28%,4.9GB / 5.17GB,0B / 0B,77
20250618_132218,bd3eccc510a1,spark-worker-2,197.13%,3.536GiB / 10GiB,35.36%,5.13GB / 4.96GB,0B / 0B,78
20250618_132218,72ea5f833e39,spark-worker-1,198.90%,3.187GiB / 10GiB,31.87%,5.12GB / 5.19GB,0B / 0B,78
20250618_132218,d9db3658c991,spark-worker-4,87.90%,4.091GiB / 10GiB,40.91%,5.16GB / 5.11GB,0B / 0B,77
20250618_132218,ec39dfa29337,spark-worker-5,200.59%,2.812GiB / 10GiB,28.12%,5.16GB / 5.01GB,0B / 0B,77
20250618_132218,82e8dc373feb,spark-master,2.68%,805.6MiB / 4GiB,19.67%,40.5MB / 62.5MB,0B / 0B,111
20250618_132226,8896faf2c28a,spark-worker-3,199.96%,3.017GiB / 10GiB,30.17%,4.9GB / 5.22GB,0B / 0B,77
20250618_132226,bd3eccc510a1,spark-worker-2,137.76%,3.526GiB / 10GiB,35.26%,5.18GB / 5GB,0B / 0B,78
20250618_132226,72ea5f833e39,spark-worker-1,189.18%,3.188GiB / 10GiB,31.88%,5.12GB / 5.24GB,0B / 0B,78
20250618_132226,d9db3658c991,spark-worker-4,197.66%,4.08GiB / 10GiB,40.80%,5.21GB / 5.15GB,0B / 0B,77
20250618_132226,ec39dfa29337,spark-worker-5,197.62%,2.829GiB / 10GiB,28.29%,5.25GB / 5.03GB,0B / 0B,77
20250618_132226,82e8dc373feb,spark-master,0.65%,805.8MiB / 4GiB,19.67%,40.6MB / 62.6MB,0B / 0B,111
20250618_132234,8896faf2c28a,spark-worker-3,146.48%,3.018GiB / 10GiB,30.18%,4.99GB / 5.26GB,0B / 0B,78
20250618_132234,bd3eccc510a1,spark-worker-2,193.15%,3.562GiB / 10GiB,35.62%,5.23GB / 5.04GB,0B / 0B,78
20250618_132234,72ea5f833e39,spark-worker-1,195.59%,3.265GiB / 10GiB,32.65%,5.21GB / 5.26GB,0B / 0B,78
20250618_132234,d9db3658c991,spark-worker-4,175.07%,4.088GiB / 10GiB,40.88%,5.21GB / 5.2GB,0B / 0B,77
20250618_132234,ec39dfa29337,spark-worker-5,195.67%,2.83GiB / 10GiB,28.30%,5.25GB / 5.09GB,0B / 0B,77
20250618_132234,82e8dc373feb,spark-master,1.02%,805.8MiB / 4GiB,19.67%,40.8MB / 62.6MB,0B / 0B,111
20250618_132241,8896faf2c28a,spark-worker-3,201.89%,2.995GiB / 10GiB,29.95%,4.99GB / 5.27GB,0B / 0B,78
20250618_132241,bd3eccc510a1,spark-worker-2,111.80%,3.578GiB / 10GiB,35.78%,5.23GB / 5.06GB,0B / 0B,77
20250618_132241,72ea5f833e39,spark-worker-1,201.15%,3.266GiB / 10GiB,32.66%,5.21GB / 5.28GB,0B / 0B,77
20250618_132241,d9db3658c991,spark-worker-4,156.12%,4.089GiB / 10GiB,40.89%,5.26GB / 5.2GB,0B / 0B,77
20250618_132241,ec39dfa29337,spark-worker-5,19.14%,2.83GiB / 10GiB,28.30%,5.25GB / 5.1GB,0B / 0B,77
20250618_132241,82e8dc373feb,spark-master,0.35%,805.8MiB / 4GiB,19.67%,40.8MB / 62.7MB,0B / 0B,111
20250618_132248,8896faf2c28a,spark-worker-3,21.74%,2.996GiB / 10GiB,29.96%,4.99GB / 5.35GB,0B / 0B,78
20250618_132248,bd3eccc510a1,spark-worker-2,112.38%,3.55GiB / 10GiB,35.50%,5.28GB / 5.11GB,0B / 0B,77
20250618_132248,72ea5f833e39,spark-worker-1,144.34%,3.275GiB / 10GiB,32.75%,5.3GB / 5.33GB,0B / 0B,77
20250618_132248,d9db3658c991,spark-worker-4,198.00%,4.104GiB / 10GiB,41.04%,5.3GB / 5.26GB,0B / 0B,77
20250618_132248,ec39dfa29337,spark-worker-5,197.95%,2.797GiB / 10GiB,27.97%,5.35GB / 5.15GB,0B / 0B,77
20250618_132248,82e8dc373feb,spark-master,0.74%,805.8MiB / 4GiB,19.67%,41MB / 62.7MB,0B / 0B,111
20250618_132256,8896faf2c28a,spark-worker-3,197.56%,2.961GiB / 10GiB,29.61%,5.08GB / 5.37GB,0B / 0B,78
20250618_132256,bd3eccc510a1,spark-worker-2,119.30%,3.558GiB / 10GiB,35.58%,5.3GB / 5.14GB,0B / 0B,77
20250618_132256,72ea5f833e39,spark-worker-1,196.75%,3.261GiB / 10GiB,32.61%,5.3GB / 5.37GB,0B / 0B,77
20250618_132256,d9db3658c991,spark-worker-4,107.93%,4.086GiB / 10GiB,40.86%,5.35GB / 5.29GB,0B / 0B,77
20250618_132256,ec39dfa29337,spark-worker-5,195.33%,2.797GiB / 10GiB,27.97%,5.35GB / 5.19GB,0B / 0B,77
20250618_132256,82e8dc373feb,spark-master,0.39%,805.9MiB / 4GiB,19.68%,41.2MB / 62.8MB,0B / 0B,111
20250618_132304,8896faf2c28a,spark-worker-3,193.35%,2.962GiB / 10GiB,29.62%,5.08GB / 5.42GB,0B / 0B,78
20250618_132304,bd3eccc510a1,spark-worker-2,111.04%,3.571GiB / 10GiB,35.71%,5.36GB / 5.17GB,0B / 0B,77
20250618_132304,72ea5f833e39,spark-worker-1,17.80%,3.261GiB / 10GiB,32.61%,5.3GB / 5.41GB,0B / 0B,77
20250618_132304,d9db3658c991,spark-worker-4,205.66%,4.098GiB / 10GiB,40.98%,5.41GB / 5.32GB,0B / 0B,77
20250618_132304,ec39dfa29337,spark-worker-5,106.24%,2.81GiB / 10GiB,28.10%,5.4GB / 5.21GB,0B / 0B,77
20250618_132304,82e8dc373feb,spark-master,1.28%,805.9MiB / 4GiB,19.68%,41.3MB / 62.8MB,0B / 0B,111
20250618_132311,8896faf2c28a,spark-worker-3,0.17%,2.962GiB / 10GiB,29.62%,5.08GB / 5.42GB,0B / 0B,78
20250618_132311,bd3eccc510a1,spark-worker-2,63.88%,3.571GiB / 10GiB,35.71%,5.36GB / 5.17GB,0B / 0B,77
20250618_132311,72ea5f833e39,spark-worker-1,0.16%,3.261GiB / 10GiB,32.61%,5.3GB / 5.41GB,0B / 0B,77
20250618_132311,d9db3658c991,spark-worker-4,148.96%,4.098GiB / 10GiB,40.98%,5.41GB / 5.32GB,0B / 0B,77
20250618_132311,ec39dfa29337,spark-worker-5,100.33%,2.815GiB / 10GiB,28.15%,5.4GB / 5.21GB,0B / 0B,77
20250618_132311,82e8dc373feb,spark-master,0.31%,806.1MiB / 4GiB,19.68%,41.5MB / 62.8MB,0B / 0B,111
20250618_132318,8896faf2c28a,spark-worker-3,0.14%,2.962GiB / 10GiB,29.62%,5.08GB / 5.42GB,0B / 0B,78
20250618_132318,bd3eccc510a1,spark-worker-2,0.26%,3.57GiB / 10GiB,35.70%,5.36GB / 5.17GB,0B / 0B,77
20250618_132318,72ea5f833e39,spark-worker-1,0.14%,3.261GiB / 10GiB,32.61%,5.3GB / 5.41GB,0B / 0B,77
20250618_132318,d9db3658c991,spark-worker-4,0.18%,4.098GiB / 10GiB,40.98%,5.41GB / 5.32GB,0B / 0B,77
20250618_132318,ec39dfa29337,spark-worker-5,0.82%,2.815GiB / 10GiB,28.15%,5.4GB / 5.21GB,0B / 0B,77
20250618_132318,82e8dc373feb,spark-master,5.83%,807.3MiB / 4GiB,19.71%,41.6MB / 62.9MB,0B / 0B,111
20250618_132326,8896faf2c28a,spark-worker-3,0.15%,2.962GiB / 10GiB,29.62%,5.08GB / 5.42GB,0B / 0B,78
20250618_132326,bd3eccc510a1,spark-worker-2,0.14%,3.57GiB / 10GiB,35.70%,5.36GB / 5.17GB,0B / 0B,77
20250618_132326,72ea5f833e39,spark-worker-1,0.13%,3.261GiB / 10GiB,32.61%,5.3GB / 5.41GB,0B / 0B,77
20250618_132326,d9db3658c991,spark-worker-4,0.29%,4.098GiB / 10GiB,40.98%,5.41GB / 5.32GB,0B / 0B,77
20250618_132326,ec39dfa29337,spark-worker-5,0.14%,2.815GiB / 10GiB,28.15%,5.4GB / 5.21GB,0B / 0B,77
20250618_132326,82e8dc373feb,spark-master,6.02%,807.1MiB / 4GiB,19.70%,41.6MB / 62.9MB,0B / 0B,111
